,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryGroup,StayGroup,ExperienceGroup,SalaryHike
1104,1105,45,1.0,2,950,1,28,3,5,4,1,97,3,1,6,4,1,2132,4585,4,0,20,4,4,1,8,3,3,5,4,0,3,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,426.40000000000003
1105,1106,35,1.0,2,556,1,23,2,1,2,1,50,2,2,4,3,1,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,Middle Age,Low Salary,Short Stay,Senior Employee,769.08
1106,1107,49,0.0,0,1002,1,18,4,1,4,1,92,3,2,4,4,0,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,1020.5999999999999
1107,1108,26,1.0,2,1146,2,8,3,5,4,1,38,2,2,7,1,2,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,905.4200000000001
1108,1109,28,1.0,0,1103,1,16,3,3,3,1,49,3,1,6,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,Early worker age,Low Salary,Short Stay,Mid-level Employee,300.16
1109,1110,32,0.0,1,1005,1,2,2,1,4,1,79,3,1,2,4,2,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6,Early worker age,Low Salary,Medium Stay,Senior Employee,398.84000000000003
1110,1111,30,0.0,1,1312,1,23,3,1,1,1,96,1,1,6,3,0,2613,22310,1,0,25,4,3,3,10,2,2,10,7,0,9,Early worker age,Low Salary,Medium Stay,Senior Employee,653.25
1111,1112,53,0.0,2,1070,1,3,4,3,3,1,45,3,4,5,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,Pre-retirement Age,High Salary,Short Stay,Senior Employee,2813.44
1112,1113,31,0.0,2,1463,1,23,3,3,2,1,64,2,2,0,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,Early worker age,Low Salary,Medium Stay,Senior Employee,1172.22
1113,1114,27,0.0,1,472,1,1,1,5,3,1,60,2,2,4,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,Early worker age,Low Salary,Short Stay,Senior Employee,816.62
1114,1115,46,1.0,2,669,2,9,2,3,3,1,64,2,3,7,4,2,9619,13596,1,0,16,3,4,0,9,3,3,9,8,4,7,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1539.04
1115,1116,46,0.0,2,1009,1,2,3,1,1,1,51,3,4,5,3,1,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,Pre-retirement Age,High Salary,Short Stay,Senior Employee,2321.9300000000003
1116,1117,18,1.0,2,230,1,3,3,1,3,1,54,3,1,2,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,184.6
1117,1118,26,1.0,1,887,1,5,2,3,3,0,88,2,1,6,3,1,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,Early worker age,Low Salary,Medium Stay,Senior Employee,331.24
1118,1119,28,1.0,2,1181,1,1,3,1,3,1,82,3,1,6,4,1,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,Early worker age,Low Salary,Short Stay,Mid-level Employee,224.84
1119,1120,25,1.0,2,383,2,9,2,1,1,1,68,2,1,8,1,1,4400,15182,3,0,12,3,1,0,6,2,3,3,2,2,2,Early worker age,Low Salary,Short Stay,Senior Employee,528.0
1120,1121,48,0.0,2,1221,2,7,3,2,3,1,96,3,2,7,1,0,5486,24795,4,0,11,3,1,3,15,3,3,2,2,2,2,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,603.46
1121,1122,39,1.0,2,1253,1,10,1,3,3,1,65,3,3,5,3,2,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,Middle Age,Medium Salary,Short Stay,Senior Employee,2827.44
1122,1123,44,0.0,2,986,1,8,4,1,1,1,62,4,1,2,4,1,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,676.3199999999999
1123,1124,31,0.0,2,182,1,8,5,1,1,0,93,3,4,5,2,2,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,Early worker age,High Salary,Short Stay,Senior Employee,1806.42
1124,1125,33,0.0,1,1111,2,5,1,1,2,1,61,3,2,7,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,Early worker age,Medium Salary,Short Stay,Senior Employee,1299.74
1125,1126,30,0.0,0,641,2,25,2,5,4,0,85,3,2,7,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,568.3199999999999
1126,1127,37,0.0,2,446,1,1,4,1,2,0,65,3,2,4,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,Middle Age,Low Salary,Medium Stay,Senior Employee,773.64
1127,1128,29,0.0,2,665,1,15,3,1,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,Early worker age,Low Salary,Medium Stay,Senior Employee,444.6
1128,1129,32,1.0,0,1200,1,1,4,5,4,1,62,3,2,6,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,Early worker age,Low Salary,Medium Stay,Senior Employee,572.1800000000001
1129,1130,24,1.0,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,Young Age,Low Salary,Medium Stay,Senior Employee,461.76
1130,1131,51,0.0,2,632,2,21,4,2,3,1,71,3,2,7,4,2,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,1197.02
1131,1132,45,0.0,2,1457,1,7,3,3,1,0,83,3,1,6,3,1,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,850.63
1132,1133,35,1.0,2,185,1,23,4,3,2,1,91,1,1,2,3,1,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,Middle Age,Low Salary,Short Stay,Senior Employee,432.8
1133,1134,36,1.0,2,1383,1,10,3,1,4,1,90,3,3,0,1,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,Middle Age,Medium Salary,Long Stay,Senior Employee,1081.73
1134,1135,44,1.0,2,621,1,15,3,3,1,0,73,3,3,0,4,1,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,Middle Age,Medium Salary,Medium Stay,Senior Employee,877.58
1135,1136,40,0.0,1,791,1,2,2,3,3,0,38,4,2,0,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,Middle Age,Low Salary,Medium Stay,Senior Employee,1018.56
1136,1137,34,0.0,2,1397,1,1,5,1,2,1,42,3,1,6,4,1,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,Early worker age,Low Salary,Medium Stay,Senior Employee,322.92
1137,1138,56,0.0,2,1255,1,1,2,1,1,0,90,3,1,6,1,1,2066,10494,2,0,22,4,4,1,5,3,4,3,2,1,0,Retirement Age,Low Salary,Short Stay,Mid-level Employee,454.52
1138,1139,40,1.0,2,1329,1,7,3,1,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,Middle Age,Low Salary,Short Stay,Senior Employee,303.24
1139,1140,33,0.0,2,924,1,2,3,3,3,1,78,3,1,2,4,2,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,Early worker age,Low Salary,Short Stay,Senior Employee,274.56
1140,1141,55,0.0,0,177,1,8,1,3,4,1,37,2,4,0,2,0,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,Retirement Age,Medium Salary,Long Stay,Senior Employee,2036.55
1141,1142,46,0.0,2,406,2,3,1,2,1,1,52,3,4,3,3,1,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,Pre-retirement Age,High Salary,Long Stay,Senior Employee,2095.7999999999997
1142,1143,27,0.0,0,210,2,1,1,2,3,1,73,3,2,7,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,Early worker age,Low Salary,Short Stay,Senior Employee,825.37
1143,1144,45,0.0,1,364,1,25,3,3,2,0,83,3,5,3,2,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,Pre-retirement Age,High Salary,Short Stay,Senior Employee,3973.42
1144,1145,55,0.0,2,1136,1,1,4,3,2,1,81,4,4,5,4,0,14732,12414,2,0,13,3,4,2,31,4,4,7,7,0,0,Retirement Age,Medium Salary,Medium Stay,Senior Employee,1915.16
1145,1146,27,0.0,2,1291,2,11,3,3,3,0,98,4,1,8,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,354.76000000000005
1146,1147,34,1.0,2,735,2,3,1,3,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,Early worker age,Medium Salary,Short Stay,Senior Employee,972.36
1147,1148,28,0.0,2,760,2,2,4,2,2,0,81,3,2,7,2,1,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,Early worker age,Low Salary,Medium Stay,Senior Employee,955.8000000000001
1148,1149,42,0.0,2,462,2,14,2,3,3,0,68,2,2,7,3,2,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,Middle Age,Low Salary,Short Stay,Senior Employee,1061.48
1149,1150,54,1.0,2,155,1,9,2,1,1,0,67,3,2,6,3,1,2897,22474,3,0,11,3,3,2,9,6,2,4,3,2,3,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,318.67
1150,1151,29,1.0,2,992,1,1,3,5,3,1,85,3,1,6,3,2,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,Early worker age,Low Salary,Medium Stay,Senior Employee,288.12
1151,1152,32,1.0,1,238,1,5,2,1,1,0,47,4,1,6,3,2,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,340.48
1152,1153,29,0.0,2,942,1,15,1,1,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,Early worker age,Low Salary,Short Stay,Senior Employee,390.24
1153,1154,47,0.0,2,703,2,14,4,2,4,1,42,3,2,7,1,2,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,595.1999999999999
1154,1155,32,0.0,1,116,1,13,3,4,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,Early worker age,Low Salary,Short Stay,Junior Employee,548.6
1155,1156,24,1.0,2,1448,2,1,1,5,1,0,62,3,1,8,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,Young Age,Low Salary,Short Stay,Senior Employee,512.32
1156,1157,34,0.0,2,404,1,2,4,5,3,0,98,3,2,0,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,Early worker age,Low Salary,Long Stay,Senior Employee,735.57
1157,1158,37,0.0,2,799,1,1,3,5,2,0,59,3,3,4,4,2,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,Middle Age,Low Salary,Medium Stay,Senior Employee,1273.47
1158,1159,32,0.0,0,976,2,26,4,2,3,1,100,3,2,7,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,803.6999999999999
1159,1160,27,0.0,2,1130,2,8,4,2,2,0,56,3,2,7,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,1118.52
1160,1161,35,0.0,2,992,1,1,3,3,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,Middle Age,Low Salary,Short Stay,Junior Employee,465.5
1161,1162,42,0.0,2,269,1,2,3,3,4,0,56,2,1,2,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,Middle Age,Low Salary,Medium Stay,Senior Employee,285.23
1162,1163,32,1.0,2,495,1,10,3,3,3,1,64,3,3,3,4,2,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0,Early worker age,Medium Salary,Short Stay,Senior Employee,2811.0
1163,1164,38,0.0,2,243,2,7,4,2,4,0,46,2,2,7,4,2,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,Middle Age,Low Salary,Medium Stay,Senior Employee,805.6
1164,1165,35,0.0,2,1224,2,7,4,1,3,0,55,3,2,7,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,Middle Age,Low Salary,Medium Stay,Senior Employee,572.44
1165,1166,49,0.0,2,1091,1,1,2,5,3,0,90,2,4,0,3,2,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1675.6799999999998
1166,1167,43,1.0,2,1179,2,2,3,3,4,1,73,3,2,7,4,1,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,Middle Age,Medium Salary,Medium Stay,Senior Employee,1333.99
1167,1168,34,0.0,2,216,2,1,4,2,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,Early worker age,Medium Salary,Long Stay,Senior Employee,1069.75
1168,1169,32,1.0,0,953,1,5,4,5,2,1,65,3,1,6,2,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,380.52000000000004
1169,1170,40,0.0,1,580,2,5,4,1,4,1,48,2,3,7,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,Middle Age,Medium Salary,Long Stay,Senior Employee,2199.75
1170,1171,38,0.0,1,1490,1,2,2,1,4,1,42,3,1,2,4,1,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Fresh Graduate,391.46000000000004
1171,1172,27,0.0,0,443,1,3,3,3,4,1,50,3,1,6,4,1,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,187.66
1172,1173,31,1.0,1,754,2,26,4,2,1,1,63,3,2,7,4,1,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,Early worker age,Low Salary,Medium Stay,Senior Employee,617.87
1173,1174,38,0.0,0,1327,2,2,2,1,4,1,39,2,2,7,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,Middle Age,Low Salary,Medium Stay,Senior Employee,944.8199999999999
1174,1175,47,0.0,2,1482,1,5,5,1,4,1,42,3,5,5,3,1,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,Pre-retirement Age,High Salary,Short Stay,Senior Employee,2013.0
1175,1176,38,0.0,2,1084,1,29,3,5,4,1,54,3,2,4,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,Middle Age,Low Salary,Medium Stay,Senior Employee,1126.98
1176,1177,30,0.0,2,438,1,18,3,1,1,0,75,3,1,6,3,2,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4,Early worker age,Low Salary,Short Stay,Mid-level Employee,368.48
1177,1178,28,0.0,1,773,1,6,3,1,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,Early worker age,Low Salary,Short Stay,Junior Employee,378.42
1178,1179,27,0.0,2,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,262.44
1179,1180,46,0.0,2,991,0,1,2,1,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,410.76
1180,1181,40,1.0,0,1479,2,24,3,1,2,0,100,4,4,7,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,Middle Age,Medium Salary,Short Stay,Senior Employee,2111.04
1181,1182,55,0.0,2,282,1,2,2,3,4,0,58,1,5,3,3,1,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11,Retirement Age,High Salary,Long Stay,Senior Employee,2686.1800000000003
1182,1183,26,0.0,2,1349,1,23,3,1,1,0,90,3,1,6,4,0,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,Early worker age,Low Salary,Short Stay,Junior Employee,634.92
1183,1184,35,0.0,1,636,1,4,4,4,4,1,47,2,1,2,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,Middle Age,Low Salary,Short Stay,Junior Employee,308.88
1184,1185,42,0.0,2,622,1,2,4,1,3,0,81,3,2,0,4,1,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,Middle Age,Low Salary,Medium Stay,Senior Employee,531.57
1185,1186,40,0.0,2,107,2,10,3,5,2,0,84,2,2,7,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,Middle Age,Low Salary,Short Stay,Senior Employee,822.24
1186,1187,19,0.0,2,1181,1,3,1,3,2,0,79,3,1,2,2,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,207.62000000000003
1187,1188,31,1.0,0,697,1,10,3,3,3,0,40,3,3,5,3,1,11031,26862,4,0,20,4,3,1,13,2,4,11,7,4,8,Early worker age,Medium Salary,Long Stay,Senior Employee,2206.2000000000003
1188,1189,39,1.0,0,592,1,2,3,1,1,0,54,2,1,2,1,2,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,838.58
1189,1190,31,0.0,2,311,1,20,3,1,2,1,89,3,2,2,3,0,4197,18624,1,0,11,3,1,1,10,2,3,10,8,0,2,Early worker age,Low Salary,Medium Stay,Senior Employee,461.67
1190,1191,49,0.0,2,1490,1,7,4,1,3,1,35,3,3,0,2,0,10466,20948,3,0,14,3,2,2,29,3,3,8,7,0,7,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1465.2400000000002
1191,1192,20,0.0,2,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,368.68
1192,1193,32,0.0,2,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,Early worker age,Low Salary,Long Stay,Senior Employee,767.7600000000001
1193,1194,36,0.0,0,635,2,10,4,3,2,1,32,3,3,7,4,2,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,Middle Age,Medium Salary,Medium Stay,Senior Employee,1397.2
1194,1195,43,0.0,1,394,2,26,2,1,3,1,92,3,4,3,4,1,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12,Middle Age,High Salary,Long Stay,Senior Employee,2035.08
1195,1196,26,0.0,1,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,610.96
1196,1197,27,1.0,2,1420,2,2,1,2,3,1,85,3,1,8,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,334.51
1197,1198,42,0.0,1,1474,1,5,2,4,2,1,97,3,1,2,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,Middle Age,Low Salary,Short Stay,Senior Employee,355.81
1198,1199,34,0.0,2,1326,2,3,3,4,4,1,81,1,2,7,1,2,4759,15891,3,0,18,3,4,0,15,2,3,13,9,3,12,Early worker age,Low Salary,Long Stay,Senior Employee,856.62
1199,1200,55,1.0,2,267,2,13,4,2,1,1,85,4,4,7,3,2,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,Retirement Age,Medium Salary,Long Stay,Senior Employee,2328.15
1200,1201,42,0.0,2,1265,1,3,3,1,3,0,95,4,2,2,4,1,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,Middle Age,Low Salary,Short Stay,Senior Employee,680.03
1201,1202,50,0.0,1,878,2,1,4,1,2,1,94,3,2,7,3,0,6728,14255,7,0,12,3,4,2,12,3,3,6,3,0,1,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,807.36
1202,1203,33,0.0,1,970,2,7,3,1,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,731.34
1203,1204,30,0.0,2,1358,1,24,1,1,4,1,67,3,1,2,3,0,2693,13335,1,0,22,4,2,1,1,2,3,1,0,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,592.46
1204,1205,35,0.0,2,982,1,1,4,3,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,Middle Age,Low Salary,Medium Stay,Senior Employee,270.96
1205,1206,42,0.0,2,647,2,4,4,2,2,1,45,3,2,7,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,Middle Age,Low Salary,Medium Stay,Senior Employee,670.15
1206,1207,40,0.0,1,1469,1,9,4,3,4,1,35,3,1,6,2,0,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,Middle Age,Low Salary,Short Stay,Junior Employee,506.38000000000005
1207,1208,34,0.0,2,304,2,2,3,4,4,1,60,3,2,7,4,2,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,Early worker age,Low Salary,Medium Stay,Senior Employee,1380.28
1208,1209,50,0.0,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,Pre-retirement Age,High Salary,Long Stay,Senior Employee,2556.9
1209,1210,45,0.0,2,1316,1,29,3,3,3,1,83,3,1,6,4,2,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,448.76
1210,1211,21,1.0,2,156,2,12,3,1,3,0,90,4,1,8,2,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,407.4
1211,1212,37,0.0,2,1017,1,1,2,3,3,0,83,2,1,6,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,548.8000000000001
1212,1213,33,0.0,1,508,2,10,3,2,2,1,46,2,2,7,4,2,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,Early worker age,Low Salary,Medium Stay,Senior Employee,655.48
1213,1214,31,0.0,2,1276,1,2,1,3,4,0,59,1,1,2,4,0,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,124.19
1214,1215,29,0.0,1,459,1,24,2,1,4,1,73,2,1,6,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,585.36
1215,1216,47,0.0,2,202,1,2,2,4,3,0,33,3,4,3,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0,Pre-retirement Age,High Salary,Long Stay,Senior Employee,1842.72
1216,1217,30,1.0,1,448,2,12,4,1,2,1,74,2,1,8,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,365.94
1217,1218,27,0.0,2,608,1,1,2,1,3,0,68,3,3,4,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,815.32
1218,1219,54,1.0,2,431,1,7,4,3,4,0,68,3,2,6,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,1028.1
1219,1220,50,0.0,0,881,1,2,4,1,1,1,98,3,4,3,1,0,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,Pre-retirement Age,High Salary,Long Stay,Senior Employee,1971.64
1220,1221,29,1.0,2,805,1,1,2,1,2,0,36,2,1,2,1,1,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,255.09
1221,1222,36,0.0,2,329,2,16,4,2,3,0,98,2,2,7,1,1,5647,13494,4,0,13,3,1,2,11,3,2,3,2,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,734.11
1222,1223,45,0.0,2,1339,1,7,3,1,2,1,59,3,3,6,1,0,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,1653.0800000000002
1223,1224,50,1.0,1,562,2,8,2,5,2,1,50,3,2,7,3,1,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,951.44
1224,1225,39,1.0,0,105,1,9,3,1,4,1,87,3,5,3,4,2,19431,15302,2,0,13,3,3,0,21,3,2,6,0,1,3,Middle Age,High Salary,Medium Stay,Senior Employee,2526.03
1225,1226,27,1.0,2,954,2,9,3,2,4,1,44,3,2,7,4,2,4105,5099,1,0,14,3,1,0,7,5,3,7,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,574.7
1226,1227,33,0.0,1,827,1,1,4,4,3,0,84,4,2,0,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,Early worker age,Low Salary,Medium Stay,Senior Employee,713.44
1227,1228,46,0.0,2,150,1,2,4,5,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,811.69
1228,1229,27,1.0,1,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,Early worker age,Low Salary,Short Stay,Senior Employee,333.06000000000006
1229,1230,55,0.0,2,478,1,2,3,3,3,1,60,2,5,5,1,1,19038,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,Retirement Age,High Salary,Short Stay,Senior Employee,2284.56
1230,1231,54,0.0,2,397,0,19,4,3,3,1,88,3,3,1,2,1,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,1608.75
1231,1232,47,0.0,2,249,2,2,2,2,3,0,35,3,2,7,4,1,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,998.14
1232,1233,33,0.0,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,852.48
1233,1234,35,0.0,2,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,Middle Age,Medium Salary,Long Stay,Senior Employee,2137.0
1234,1235,39,0.0,0,439,1,9,3,1,3,1,70,3,2,2,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,Middle Age,Low Salary,Short Stay,Senior Employee,1017.3
